Cycle#,Sensor_11,Sensor_9,Sensor_12,Sensor_4,RUL
61,-0.865535958835919,-0.6640119590564553,1.2562513365960193,-0.37929278179335674,131
62,-0.9778614644211685,-0.5263454163048479,1.052871300624903,-1.0437086825706121,130
63,-0.11669925493430057,-0.6920886881702981,0.1986751495459374,-1.505911048328685,129
64,-0.3413502661047728,-0.9769316335345191,0.5512005452294008,-0.9803780699547271,128
65,0.07050992104112402,-0.9615347175688767,0.1715578114164758,-0.6326152322569218,127
66,-1.5020471571523148,-0.26233359254115357,0.4698485308408618,-1.0459308093290622,126
67,-0.5660012772752717,-0.6794088750220978,1.6630114085382517,-0.6570586265999008,125
68,-0.6783267828605211,-0.6096699027071193,0.41561385458193856,-0.501509753508226,124
69,-0.4911176068851231,-0.6635591085868678,1.0935473078190954,-0.854827908102157,123
70,-0.4911176068851231,-0.5349495752268439,0.7003459049414397,-0.6837241477013299,122
71,-0.90297779403102,-0.8673418198967545,0.41561385458193856,-0.6492811829453246,121
72,-1.0153032996162428,-0.4901173787386788,0.754580581200517,-0.23596560587318405,120
73,-0.9404196292260942,-0.7065799031967658,0.8494912646536327,-1.2225898866260152,119
74,0.14539359143127256,-0.8782102311666052,1.1342233150132879,-0.8281623870007278,118
75,-1.2025124755916674,-1.0380664469275016,0.4834071999055926,-1.56813059756537,117
76,-0.37879210129987373,-0.393660228718702,0.22579248767555316,-1.1103724853241725,116
77,-0.4911176068851231,-0.8514920534615247,0.25290982580501475,-0.8848266193412617,115
78,-0.5285594420801975,-1.0358021945795646,1.1748993222074802,-0.5370637816434818,114
79,-0.7157686180555954,-0.7871872867815127,0.5918765524235932,-0.5559518590903096,113
80,0.3700446026017714,-0.9769316335345191,0.14444047328701418,-1.705902456589417,112
81,-0.416233936494948,-0.9026641565238313,0.3342618401933996,-0.765942837764068,111
82,-1.090186970006418,-0.7708846698767777,0.7274632430710554,-1.0848180276019683,110
83,-1.2025124755916674,-0.7319395294930842,0.7003459049414397,-0.2837413311798914,109
84,-0.603443112470346,-0.6689933142218345,0.1715578114164758,-0.2592979368369378,108
85,-0.6783267828605211,-0.41494420078881605,1.2020166603369418,-0.33040599310739893,107
86,-0.603443112470346,-0.8143583149561807,0.5512005452294008,-0.5970612041216913,106
87,-0.7532104532506697,-0.6667290618738974,0.0224124517042828,0.4628932596600766,105
88,-0.30390843090969855,-0.8383593898438193,1.0664299696896338,-0.3159621691774718,104
89,-0.30390843090969855,-0.4529836402333348,0.1851164804812066,-0.7459436969379898,103
90,-0.8280941236408448,-0.6327652766555829,0.10376446609282178,0.4440051822132488,102
91,-0.8280941236408448,-0.6576720524823964,0.1851164804812066,-0.4637335986145451,101
92,-0.3413502661047728,-0.7645447633026364,0.6732285668119781,-0.9070478869257903,100
93,-0.30390843090969855,-0.7867344363119253,0.0224124517042828,-0.05041802154240457,99
94,-0.22902476051955,-0.8791159321057801,0.26646849486974555,-0.4437344577884669,98
95,-0.603443112470346,-0.7423550902933476,0.6867872358767089,0.12957424589222383,97
96,-0.5660012772752717,-0.7486949968674889,0.3342618401933996,-1.530354442671664,96
97,-0.30390843090969855,-0.8668889694271671,0.3478205092581304,-0.12485926795056645,95
98,-0.6408849476654468,-0.8945128480714226,1.2155753294016727,-0.4859548661990737,94
99,-0.5285594420801975,-0.9103626145066525,0.008853782639551994,-0.3115179156605458,93
100,0.3700446026017714,-0.8840972872711592,0.1851164804812066,0.2684571682954958,92
101,0.2951609322115963,-0.5861216782891505,0.6461112286825164,-0.6137271548100688,91
102,-0.19158292532444912,-0.6286896224293786,-0.045380893619371226,-0.6126160914308436,90
103,0.10795175623619829,-0.5417423322704904,-0.004704886425178812,-0.6359484223945974,89
104,-0.7532104532506697,-0.9289294837593244,1.3104860128549425,-0.29818515510984384,88
105,-0.865535958835919,-0.7645447633026364,0.5376418761645159,-0.6348373590153722,87
106,-0.37879210129987373,-0.6984285947443571,0.13088180422228338,-0.4981765633705505,86
107,-0.7157686180555954,-0.7500535482761688,0.456289861776131,-0.13374777498436777,85
108,0.257719097016522,-0.824773875756444,0.14444047328701418,-1.0514861262251882,84
109,0.14539359143127256,-0.6391051832297243,0.2800271639344764,0.018467907969606213,83
110,0.03306808584602314,-0.6268782205511113,0.8088152574594402,-0.8514947179644815,82
111,0.2951609322115963,-0.6160098092812606,0.157999142351745,-0.09152736657378623,81
112,-1.2025124755916674,-0.6323124261859956,0.6596698977472472,-0.7881641053485966,80
113,-0.30390843090969855,-0.5476293883750444,0.456289861776131,-0.260409000216163,79
114,0.14539359143127256,-0.8451521468874656,0.3613791783228612,-0.6626139434960265,78
115,-0.416233936494948,-0.6735218189175438,-0.07249823174883284,-0.2592979368369378,77
116,-0.416233936494948,-0.7034099499097363,0.25290982580501475,-0.7714981546601938,76
117,-0.07925741973919968,-0.7079384546054457,-0.26231959865521826,0.04624449245026061,75
118,0.03306808584602314,-0.6395580336992294,-0.140291577072641,0.04513342907103545,74
119,0.03306808584602314,-0.876398829288338,0.06308845889862935,-0.4970654999913253,73
120,0.22027726182144772,-0.7482421463979014,-0.09961556987829445,-0.1393030918804936,72
121,-0.37879210129987373,-1.0992012603204842,-0.1538502461373718,0.3295656541529557,71
122,0.22027726182144772,-1.034896493640472,-0.6690796705976049,0.5595557736527671,70
123,-0.4911176068851231,-0.7156369125882669,0.25290982580501475,-0.6548364998414504,69
124,0.03306808584602314,-0.5530635940099285,-0.018263555489909617,-0.7392773166626387,68
125,0.33260276740669714,-0.864171866609725,0.21223381861082236,-0.2792970776629908,67
126,-0.19158292532444912,-0.730580978084322,-0.08605690081356364,1.0628674844422217,66
127,0.33260276740669714,-0.7853758849032454,-0.09961556987829445,-1.0492639994667379,65
128,0.2951609322115963,-0.3918488268403523,0.7410219121357862,-0.20818902139252965,64
129,0.257719097016522,-0.867794670366342,0.822373926524171,-0.057084401817755565,63
130,-0.30390843090969855,-1.008631166404979,0.10376446609282178,0.3684528724258618,62
131,0.5946956137722703,-0.9121740163849197,0.04952978983389855,0.47955921034847937,61
132,0.07050992104112402,-0.9601761661601144,0.307144502063938,-0.3526272606919275,60
133,0.10795175623619829,-0.6472564916820506,-0.24876092959048746,0.13068530927144897,59
134,0.7819047897476683,-0.864171866609725,0.14444047328701418,-0.6959458448728068,58
135,-0.7532104532506697,-0.6608420057694258,-0.5741689871443351,-0.23374347911473373,57
136,-0.416233936494948,-1.102824064077101,0.1715578114164758,-0.5048429436459014,56
137,1.3060904824788147,-1.1182209800427434,0.2935858329992072,-0.4204021268247131,55
138,-0.5285594420801975,-0.7065799031967658,0.21223381861082236,0.4895587807615059,54
139,0.48237010818702086,-0.9253066800027075,-0.5199343108854119,0.4073400906987678,53
140,-0.11669925493430057,-0.4253597615890794,-0.19452625333156423,-0.06375078209313183,52
141,-0.19158292532444912,-0.651332145908255,-0.4792583036912194,0.7017718861937146,51
142,0.18283542662637345,-0.8437935954787035,-1.3198957857051459,0.4984472877953324,50
143,-0.07925741973919968,-0.6617477067086006,-0.5877276562090659,-0.5248420844719797,49
144,0.10795175623619829,-0.720618267753646,-0.41146495836741126,-0.3526272606919275,48
145,-0.004373749349051137,-0.8297552309218232,-0.38434762023794966,0.07735426706861577,47
146,0.33260276740669714,-0.8718703245925463,-0.38434762023794966,-0.012641866648723684,46
147,0.9691139657230663,-1.086974297641871,-0.6690796705976049,0.1140193585830715,45
148,-0.19158292532444912,-1.1010126621987513,-0.45214096556160366,0.32845459077373057,44
149,1.0814394713083157,-0.3624135463178296,-0.38434762023794966,0.19623804864580954,43
150,0.22027726182144772,-0.9275709323505622,-1.238543771316761,0.03180066852033346,42
151,0.14539359143127256,-0.7754131745724872,-0.6419623324679891,0.3340099076698564,41
152,0.6695792841624189,-0.9665160727342558,-1.387689131028954,1.3217452518019128,40
153,0.744462954552594,-0.7160897630578543,-0.9809290590865675,0.6251085130271024,39
154,0.7070211193574931,-0.7319395294930842,-0.9402530518923751,0.7928790832902539,38
155,0.257719097016522,-0.7102027069533827,-0.24876092959048746,0.6617736045415834,37
156,0.14539359143127256,-0.9524777081773755,-0.8995770446981827,1.3661877869709698,36
157,0.6695792841624189,-0.5489879397837242,-0.6419623324679891,0.39289626676884065,35
158,0.5198119433820951,-0.7255996229190251,-0.7233143468565281,0.12846318251299865,34
159,0.8193466249427426,-0.7781302773900116,-1.0351637353456449,1.2706363363575046,33
160,1.1188813065034167,-0.8976828013584521,-1.2792197785109536,1.0162028225147144,32
161,0.8567884601378434,-0.7781302773900116,-1.2792197785109536,0.9306509423143008,31
162,0.931672130527992,-0.9416092969074424,-1.3198957857051459,1.6161770472968595,30
163,1.3060904824788147,-0.7246939219798504,-1.5097171526116855,1.3506328996617922,29
164,0.5946956137722703,-0.739185137006318,-1.0622810734751065,0.8695424564568661,28
165,1.3060904824788147,-1.1843371486010226,-0.9809290590865675,-0.09374949333223656,27
166,1.1937649768935652,-1.0022912598308376,-1.8893598864244563,1.4928490122027398,26
167,1.156323141698491,-1.0502934096061145,-1.252102440381492,0.6428855270947302,25
168,1.1188813065034167,-1.308418177265255,-0.8589010375039903,0.7517697382588976,24
169,1.2686486472837402,-0.4557007430507769,-1.3198957857051459,1.0128696323770388,23
170,1.1937649768935652,-0.9606290166297018,-1.6046278360648012,0.9417615761065777,22
171,1.8302761752099608,-1.0471234563190026,-2.119857260525034,0.672884238333835,21
172,1.9800435159902845,-1.1838842981314353,-1.1843090950578379,0.5328902525513378,20
173,1.343532317673889,-0.7437136417021097,-1.7673318648417249,1.8150573921783408,19
174,1.7179506696247113,-1.0865214471722837,-1.6181865051295319,1.5161813431664934,18
175,1.1937649768935652,-1.0226695309618592,-1.401247800093685,1.5095149628911426,17
176,1.1188813065034167,-0.8831915863319845,-2.1876506058488423,1.5328472938548963,16
177,1.8302761752099608,-0.8623604647313754,-1.5910691670000703,1.6728412796373935,15
178,1.7179506696247113,-0.8637190161401377,-1.6453038432589935,1.74617146266633,14
179,1.7928343400148865,-0.9515720072382007,-1.401247800093685,2.2794818846948894,13
180,1.156323141698491,-1.1734687373311719,-2.133415929589765,0.9117628648674729,12
181,2.092369021575534,-1.2205651861671918,-1.3334544547700309,1.3006350475966346,11
182,1.6430669992345361,-1.0874271481114586,-1.2927784475756843,1.9650509483738645,10
183,1.8302761752099608,-1.100559811729164,-1.8486838792302638,1.121753843541206,9
184,1.9800435159902845,-0.784923034433658,-2.2283266130430346,2.6205783421173185,8
185,2.279578197550932,-0.9751202316562518,-2.1605332677192264,1.7183948781856757,7
186,2.1672526919656825,-0.6282367719597912,-1.8080078720359174,1.929496920238634,6
187,2.5791128791115794,-1.2468305134027673,-2.5537346705968824,2.037270068023576,5
188,1.7179506696247113,-1.237773504011184,-2.201209274913573,1.538402610751022,4
189,2.0174853511853588,-0.9370807922117331,-2.485941325273074,2.119488758086314,3
190,2.953531231062402,-1.1168624286339812,-1.8622425482949947,1.890609701965728,2
191,2.279578197550932,-1.0181410262660673,-2.499499994337805,1.8706105611396497,1
192,2.6539965495017546,-1.4501603742430667,-1.8080078720359174,2.029492624369,0
1,-2.2883256962490344,-0.4765318646513859,1.2426926675312884,-1.9614470338114325,286
2,-1.1276288052014922,-0.6309538747773157,1.7443634229267906,-1.7559003086545746,285
3,-1.2025124755916674,-0.4982686871910874,1.581659394149867,-1.1081503585657222,284
4,-1.6518144979326386,-0.3275440601603404,1.4596313725671355,-1.4281366117828729,283
5,-1.090186970006418,-0.3212041535862814,1.1613406531427495,-0.7126117955612096,282
6,-1.839023673908063,-0.5059671451739086,1.8799501135740986,-1.352584301995486,281
7,-1.6518144979326386,-0.5693662109147458,0.9850779553010949,-0.9203806474764923,280
8,-1.277396145981816,-0.42671831299784163,1.8392741063799063,-1.50479998494946,279
9,-1.5020471571523148,-0.6146512578724984,1.337603350984404,-1.5470203933600668,278
10,-1.2399543107867417,-0.28814606930714176,0.7816979193299786,-1.5636863440484694,277
11,-1.2399543107867417,-0.5449122855576022,1.0664299696896338,-0.8492725912060312,276
12,-1.5394889923473891,-0.7858287353728328,0.7139045740063246,-0.7814977250732204,275
13,-1.9139073442982117,-0.5258925658353428,1.2426926675312884,-0.822607070104602,274
14,-1.57693082754249,-0.8125469130779135,2.246034178322293,-1.4970225412948837,273
15,-1.3897216515670654,-0.6984285947443571,0.7410219121357862,-0.7581653941094918,272
16,-1.1276288052014922,-0.6092170522375319,1.4596313725671355,-1.7192352171401188,271
17,-1.5394889923473891,-0.5974429400285887,1.7579220919915215,-2.073664435113275,270
18,-1.2025124755916674,-0.6291424728989661,2.0426541423510223,-0.9648231826455494,269
19,-1.5020471571523148,-0.4606820982161561,1.3104860128549425,-0.7959415490031727,268
20,-1.5020471571523148,-0.6780503236133355,1.5274247178907894,-1.6170173862513026,267
21,-1.8764655091031373,-0.4507193878853978,1.581659394149867,-1.850340695888815,266
22,-1.3897216515670654,-0.5403837808618105,0.42917252364666936,-1.2514775344858948,265
23,-1.2399543107867417,-0.6255196691423491,1.1477819840780186,-2.381428991158924,264
24,-1.4646053219572406,-0.5838574259412135,1.1342233150132879,-1.1403711965632772,263
25,-1.3148379811769169,-0.45117223835498516,1.2155753294016727,-1.3681391893046635,262
26,-1.57693082754249,-0.653596398256192,1.8799501135740986,-1.8481185691303645,261
27,-1.9139073442982117,-0.3275440601603404,0.9444019481069024,-0.7359441265249632,260
28,-2.0636746850785355,-0.5190998087916141,1.7172460847971749,-1.2759209288288738,259
29,-1.6143726627375643,-0.4258126120586668,1.1477819840780186,-1.2059239359376377,258
30,-1.277396145981816,-0.6540492487257794,1.3782793581785964,-1.5403540130847158,257
31,-1.839023673908063,-0.693447239578978,1.0257539624952872,-1.9992231887051133,256
32,-1.57693082754249,-0.8773045302274305,1.5274247178907894,-1.9803351112582854,255
33,-1.6892563331277128,-0.6368409308817873,1.1477819840780186,-1.4203591681282715,254
34,-1.2025124755916674,-0.2695792000543874,1.6630114085382517,-1.6325722735604802,253
35,-1.090186970006418,-0.35788504162203794,0.7952565883947094,-1.82034198464971,252
36,-1.2399543107867417,-0.4280768644065215,1.2291339984665577,-1.3114749569641042,251
37,-1.4271634867621663,-0.320751303116694,1.73080475386206,-1.4048042808191192,250
38,-1.2025124755916674,-0.4480022850679557,0.971519286236364,-1.2425890274520934,249
39,-1.277396145981816,-0.1848961622434362,1.866391444509368,-1.9381147028476786,248
40,-1.2025124755916674,-0.8279438290435559,1.2020166603369418,-1.1725920345608323,247
41,-1.0527451348113437,-0.5272511172440227,1.0935473078190954,-1.1325937529087011,246
42,-1.5020471571523148,-0.8551148572181416,1.9748607970273684,-1.8670066465771922,245
43,-1.7266981683228138,-0.5249868648961681,2.015536804221561,-1.9258930056762018,244
44,-1.2025124755916674,-0.3710177052398257,1.8392741063799063,-1.1381490698048269,243
45,-1.3897216515670654,-0.22021849887051287,1.1613406531427495,-1.2592549781404963,242
46,-1.3148379811769169,-0.5394780799226356,0.90372594091271,-1.8147866677535842,241
47,-1.9139073442982117,-0.8478692497049077,1.785039430120983,-1.385916203372266,240
48,-1.3522798163719911,-0.34022387330854076,1.3511620200491348,-1.2203677598675648,239
49,-1.3522798163719911,-0.730580978084322,1.9206261207684452,-1.3814719498553656,238
50,-1.4271634867621663,-0.6155569588116732,1.0121952934305565,-1.0170431614691828,237
51,-1.9139073442982117,-0.4221898083020499,1.2562513365960193,-1.763677752309176,236
52,-1.6892563331277128,-0.40724574280599485,1.581659394149867,-0.8081632461746495,235
53,-2.1011165202736364,-0.6096699027071193,1.785039430120983,-1.3159192104810302,234
54,-1.6518144979326386,-0.8329251842088526,1.4460727035024046,-0.40040298599866014,233
55,-1.3522798163719911,-0.9339108389246212,1.7443634229267906,-2.419205146052605,232
56,-1.9139073442982117,-0.5874802296978303,0.9308432790421716,-2.218102674412673,231
57,-1.3897216515670654,-0.5607620519927498,0.7681392502652478,-2.1458835547629866,230
58,-0.90297779403102,-0.7921686419468918,1.120664645948557,-2.1136627167654063,229
59,-1.3897216515670654,-0.5453651360271072,1.852832775444637,-1.2203677598675648,228
60,-1.57693082754249,-0.3474694808217746,0.7003459049414397,-1.3436957949616846,227
61,-1.6892563331277128,-0.37237625664850554,1.73080475386206,-1.024820605123759,226
62,-1.0153032996162428,-0.7446193426412846,0.4969658689703234,-0.8081632461746495,225
63,-1.3897216515670654,-0.16632929299076424,0.9986366243658257,-1.542576139843166,224
64,-1.6143726627375643,-0.7649976137722239,1.039312631560018,-0.8303845137591781,223
65,-0.7532104532506697,-0.3701120043006509,1.5003073797613278,-1.5036889215702347,222
66,-1.3897216515670654,-0.4810603693470953,1.6765700776029824,-1.6581267312826844,221
67,-2.176000190663785,-0.7369208846584633,1.581659394149867,-1.499244668053334,220
68,-1.4271634867621663,-0.4815132198166827,1.0664299696896338,-1.0737073938097168,219
69,-0.7906522884457705,-0.724241071510263,1.0799886387543647,-1.0225984783653086,218
70,-1.0527451348113437,-0.7002399966226244,1.0257539624952872,-1.2925868795172764,217
71,-1.1276288052014922,-0.5344967247572565,0.822373926524171,-0.6492811829453246,216
72,-1.3148379811769169,-0.34565807894342493,1.337603350984404,-1.6759037453503123,215
73,-1.4646053219572406,-0.3574321911524505,2.083330149545369,-0.8837155559620365,214
74,-1.090186970006418,-0.21206719041810423,0.754580581200517,-1.4225812948867218,213
75,-1.6892563331277128,-0.5308739210006396,1.5274247178907894,-2.0325550900818934,212
76,-2.0636746850785355,-0.5938201362719717,0.90372594091271,-1.0303759220198847,211
77,-2.213442025858859,-0.5942729867414768,1.2833686747254809,-1.505911048328685,210
78,-1.57693082754249,-0.29086317212458385,1.568100725085136,-1.6325722735604802,209
79,-1.1650706403965931,-0.3533565369262462,1.1477819840780186,-1.1581482106309051,208
80,-1.277396145981816,-0.400000135292761,2.5036488905523324,-1.6592377946619095,207
81,-1.090186970006418,-0.5544221454186907,1.63589407040879,-2.090330385801678,206
82,-1.3148379811769169,-0.45117223835498516,1.2020166603369418,-0.6837241477013299,205
83,-1.5394889923473891,-0.7862815858424202,2.327386192710678,-1.1248163092541248,204
84,-0.9404196292260942,-0.6726161179784513,1.8121567682504447,-0.7414994434210891,203
85,-1.3148379811769169,-0.7169954639970292,1.6494527394735208,-1.1781473514569833,202
86,-1.0153032996162428,-0.6526906973170171,1.1477819840780186,-1.0903733444981194,201
87,-1.0527451348113437,-0.4022643876406157,1.5952180632145976,-1.0470418727082875,200
88,-1.8764655091031373,-0.38822602308373544,1.63589407040879,-1.195924365524586,199
89,-1.3522798163719911,-0.4774375655904784,1.3647206891138657,-1.6514603510073333,198
90,-1.2399543107867417,-0.5281568181831975,0.8494912646536327,-0.39929192261943497,197
91,-1.4646053219572406,-0.874134576940401,1.4460727035024046,-1.0514861262251882,196
92,-1.5394889923473891,-0.6486150430908129,1.4053966963082123,-1.0848180276019683,195
93,-1.1276288052014922,-0.7292224266756421,1.5003073797613278,-1.8281194283042863,194
94,-0.603443112470346,-0.46430490197277297,1.7985980991857138,-1.50479998494946,193
95,-1.8015818387129623,-0.7686204175288407,1.2969273437902116,-0.6826130843221048,192
96,-1.764140003517888,-0.2827118636721752,0.3342618401933996,-1.0381533656744861,191
97,-1.3148379811769169,-0.4067928923364074,1.0935473078190954,-0.9370465981648951,190
98,-1.2399543107867417,-0.3759990604051225,2.0426541423510223,-0.8726049221697849,189
99,-1.5394889923473891,-0.4883059768604115,1.4731900416318662,-0.8848266193412617,188
100,-1.2399543107867417,-0.4104156960930243,0.8088152574594402,-0.690390527976681,187
101,-0.6408849476654468,-0.6237082672640819,1.337603350984404,-1.2359226471767424,186
102,-1.3148379811769169,-0.5824988745325336,0.8630499337183635,-0.20930008477175482,185
103,-1.1650706403965931,-0.6540492487257794,1.2833686747254809,-1.8636734564395168,184
104,-1.0527451348113437,-0.45434219164209705,1.039312631560018,-1.2914758161380513,183
105,-0.8280941236408448,-0.31033574231643063,0.9444019481069024,-1.2759209288288738,182
106,-0.8280941236408448,-0.1495738256163595,0.9444019481069024,-0.7015011617689578,181
107,-1.4271634867621663,-0.28407041508093744,1.2562513365960193,-0.6670581970129272,180
108,-1.1650706403965931,-0.4045286399885527,1.1613406531427495,-1.40924853433602,179
109,-0.9778614644211685,-0.5449122855576022,0.7952565883947094,-1.7814547663767788,178
110,-0.865535958835919,-0.5177412573829342,1.1613406531427495,-1.1625924641478058,177
111,-1.3522798163719911,-0.1160628908676325,1.2291339984665577,-1.6859033157633387,176
112,-0.6408849476654468,-0.08662761034510978,1.1071059768838263,-1.303697513309528,175
113,-1.1650706403965931,-0.7310338285539094,0.9308432790421716,-0.4659557253729954,174
114,-1.3148379811769169,-0.43396392051107546,0.971519286236364,-1.320363463997931,173
115,-1.5020471571523148,-0.46113494868574345,0.9308432790421716,-0.8448283376891306,172
116,-1.9887910146883867,-0.5150241545654097,1.4460727035024046,-1.171480971181607,171
117,-1.1650706403965931,-0.39818873341441136,1.3240446819196732,-1.5036889215702347,170
118,-1.6143726627375643,-0.4362281728589301,1.1071059768838263,-0.8826044925828115,169
119,-1.1276288052014922,-0.48558887404288703,1.0799886387543647,-0.7848309152109211,168
120,-1.2025124755916674,-0.39411307918820704,0.2800271639344764,-1.6159063228720776,167
121,-0.9778614644211685,-0.5240811639569932,1.2155753294016727,-1.9347815127100032,166
122,-1.1650706403965931,-0.6436336879254337,0.7410219121357862,-0.40706936627401114,165
123,-1.2399543107867417,-0.40498149045814014,0.9850779553010949,-0.633726295636147,164
124,-1.8015818387129623,-0.5286096686527849,1.6630114085382517,-1.0748184571889419,163
125,-0.865535958835919,-0.21206719041810423,1.1071059768838263,-1.2214788232467901,162
126,-0.9778614644211685,-0.36965915383106346,0.7274632430710554,-0.6137271548100688,161
127,-1.2399543107867417,-0.40724574280599485,1.0664299696896338,-0.9026036334088897,160
128,-1.277396145981816,-0.48966452826909135,1.2833686747254809,-1.2881426260003759,159
129,-1.1650706403965931,-0.5639320052797793,1.052871300624903,-0.9648231826455494,158
130,-1.0527451348113437,-0.2052744333744578,1.337603350984404,0.11624148534152183,157
131,-0.6783267828605211,-0.43079396722404595,1.2969273437902116,-1.6303501468020298,156
132,-1.57693082754249,-0.24467242422765645,1.1342233150132879,-1.1281494993918004,155
133,-1.3522798163719911,-0.20165162961775854,0.40205518551720776,-1.673681618591862,154
134,-1.3897216515670654,-0.18308476036508656,0.7274632430710554,-0.30374047200596965,153
135,-0.7532104532506697,-0.6209911644465574,0.971519286236364,-0.4859548661990737,152
136,-1.6892563331277128,-0.3918488268403523,0.605435221488324,-0.6959458448728068,151
137,-0.5660012772752717,-0.3465637798825998,1.0799886387543647,-0.2381877326316344,150
